"TrueMean","Bias","BiasStrength","Hyperbole","ExtermityBias","FaB","BeliefMean","BeliefVar","BeliefMeanError","BeliefVarError","BeliefMeanMSE","BeliefVarMSE"
-1,-1,1.2,1.6,0.2,1,0.608,0.599,1.608,-0.401,2.585,0.16
-1,-1,1.2,1.6,0.4,0,-1.748,0.611,-0.748,-0.389,0.559,0.151
-1,-1,1.2,1.6,0.4,1,-1.763,0.605,-0.763,-0.395,0.583,0.156
-1,-1,1.2,1.6,0.6,0,-1.679,0.615,-0.679,-0.385,0.461,0.148
-1,-1,1.2,1.6,0.6,1,-1.711,0.601,-0.711,-0.399,0.506,0.159
-1,-1,1.2,1.6,0.8,0,-1.91,0.565,-0.91,-0.435,0.828,0.189
-1,-1,1.2,1.6,0.8,1,-1.713,0.564,-0.713,-0.436,0.509,0.19
-1,-1,1.2,1.6,1,0,-1.933,0.546,-0.933,-0.454,0.87,0.206
-1,-1,1.2,1.6,1,1,-1.708,0.544,-0.708,-0.456,0.502,0.208
-1,-1,1.2,1.8,0,0,-1.404,0.643,-0.404,-0.357,0.163,0.127
-1,-1,1.2,1.8,0,1,-1.568,0.707,-0.568,-0.293,0.323,0.086
-1,-1,1.2,1.8,0.2,0,-1.047,0.631,-0.047,-0.369,0.002,0.136
-1,-1,1.2,1.8,0.2,1,-1.615,0.663,-0.615,-0.337,0.378,0.114
-1,-1,1.2,1.8,0.4,0,-1.473,0.587,-0.473,-0.413,0.224,0.171
-1,-1,1.2,1.8,0.4,1,-1.68,0.636,-0.68,-0.364,0.463,0.132
-1,-1,1.2,1.8,0.6,0,-1.463,0.611,-0.463,-0.389,0.214,0.152
-1,-1,1.2,1.8,0.6,1,-1.526,0.598,-0.526,-0.402,0.277,0.161
-1,-1,1.2,1.8,0.8,0,-1.84,0.569,-0.84,-0.431,0.705,0.186
-1,-1,1.2,1.8,0.8,1,-1.717,0.581,-0.717,-0.419,0.514,0.175
-1,-1,1.2,1.8,1,0,-1.755,0.567,-0.755,-0.433,0.569,0.188
-1,-1,1.2,1.8,1,1,-1.926,0.606,-0.926,-0.394,0.857,0.155
-1,-1,1.2,2,0,0,-1.859,0.637,-0.859,-0.363,0.737,0.132
-1,-1,1.2,2,0,1,-0.896,0.731,0.104,-0.269,0.011,0.072
-1,-1,1.2,2,0.2,0,-1.148,0.653,-0.148,-0.347,0.022,0.12
-1,-1,1.2,2,0.2,1,-0.55,0.76,0.45,-0.24,0.203,0.058
-1,-1,1.2,2,0.4,0,-1.369,0.614,-0.369,-0.386,0.136,0.149
-1,-1,1.2,2,0.4,1,-1.649,0.646,-0.649,-0.354,0.421,0.125
-1,-1,1.2,2,0.6,0,-1.807,0.609,-0.807,-0.391,0.652,0.153
-1,-1,1.2,2,0.6,1,-1.407,0.611,-0.407,-0.389,0.166,0.151
-1,-1,1.2,2,0.8,0,-1.72,0.552,-0.72,-0.448,0.518,0.2
-1,-1,1.2,2,0.8,1,-2.582,0.65,-1.582,-0.35,2.503,0.123
-1,-1,1.2,2,1,0,-1.736,0.579,-0.736,-0.421,0.541,0.177
-1,-1,1.2,2,1,1,-1.838,0.588,-0.838,-0.412,0.703,0.17
-1,-1,1.6,1,0,0,-1.086,0.46,-0.086,-0.54,0.007,0.292
-1,-1,1.6,1,0,1,-0.959,0.567,0.041,-0.433,0.002,0.188
-1,-1,1.6,1,0.2,0,-1.076,0.409,-0.076,-0.591,0.006,0.349
-1,-1,1.6,1,0.2,1,-1.21,0.483,-0.21,-0.517,0.044,0.267
-1,-1,1.6,1,0.4,0,-1.15,0.4,-0.15,-0.6,0.022,0.36
-1,-1,1.6,1,0.4,1,-1.033,0.411,-0.033,-0.589,0.001,0.346
-1,-1,1.6,1,0.6,0,-1.274,0.364,-0.274,-0.636,0.075,0.405
-1,-1,1.6,1,0.6,1,-1.437,0.39,-0.437,-0.61,0.191,0.373
-1,-1,1.6,1,0.8,0,-1.432,0.366,-0.432,-0.634,0.187,0.402
-1,-1,1.6,1,0.8,1,-1.391,0.352,-0.391,-0.648,0.153,0.42
-1,-1,1.6,1,1,0,-1.488,0.342,-0.488,-0.658,0.238,0.434
-1,-1,1.6,1,1,1,-1.602,0.367,-0.602,-0.633,0.363,0.401
-1,-1,1.6,1.2,0,0,-0.67,0.476,0.33,-0.524,0.109,0.275
-1,-1,1.6,1.2,0,1,-1.199,0.524,-0.199,-0.476,0.04,0.226
-1,-1,1.6,1.2,0.2,0,-1.305,0.454,-0.305,-0.546,0.093,0.298
-1,-1,1.6,1.2,0.2,1,-1.353,0.463,-0.353,-0.537,0.124,0.289
-1,-1,1.6,1.2,0.4,0,-1.429,0.428,-0.429,-0.572,0.184,0.327
-1,-1,1.6,1.2,0.4,1,-1.111,0.435,-0.111,-0.565,0.012,0.319
